tarifit,nl,en,gloss,hoofdstuk,les,bron,tags
aysum nsent marra yeqqim-asent x tzeggwaat.,al hun vlees bleef achter op de struiken.,All their flesh was left behind on the shrubs.,,,,boek p. 153,id:p153-09;context:text
uca t ta d nettaṯ. Ar ḏaniṯa. Tekmer tḥajit.,en dat is het dan. tot hier. het verhaal is afgelopen.,Then that is it. Until here. The story is finished.,,,,boek p. 153,id:p153-10;context:text
ruheɣ ɣaa yinni yezznuzan muzika.,ik ging naar degenen die muziek verkopen.,I went to those who sell music.,,,,boek p. 153,id:p153-11;context:text
tadfeɣ yaa tḥuna.,ik ging naar de winkels.,I went to the shops.,,,,boek p. 154,id:p154-01;context:text
"ca n marrat necc d umedduker inu,",soms samen met een vriend,Sometimes together with a friend,,,,boek p. 154,id:p154-02;context:text
"uca ntegg-asen ddeɛwa, nessawar akisen.","vermaanden wij hen, vermaanden wij hen, spraken wij met hen.","we admonished them, we admonished them, we talked to them.",,,,boek p. 154,id:p154-03;context:text
nessfehham-iten min teggen.,wij legden uit wat zij aan het doen waren.,We explained what they were doing.,,,,boek p. 154,id:p154-04;context:text
"nekk-itent-id mmarra, mmarra min ḏin di nnadua t tḥanet illa nuḥ ɣaas.","wij gingen naar alle winkels, wij gingen naar alle winkels in Nador.","We went to all the shops, we went to all the shops in Nador.",,,,boek p. 154,id:p154-05;context:text
nessiwer akisen. řebɛaḏ ntaf d ixeddamen waha.,wij spraken met hen. sommigen van hen werkten daar gewoon.,We talked to them. Some of them were just working there.,,,,boek p. 154,id:p154-06;context:text
iqqar-ac qa necc xeddmeɣ waha.,zij zeggen dat wij hier gewoon werken.,They say we just work here.,,,,boek p. 154,id:p154-07;context:text
"uuzu řxeḏmeṯ nneɣni! t tanejjaat, mikaniku, řebni.","zoek een andere baan! als timmerman, monteur, in de bouw.","Find another job! As a carpenter, a mecanic, in construction.",,,,boek p. 154,id:p154-08;context:text
"tɛellem ca n sseneet, ruḥ gg-it.",leer een vak en doe het.,Learn some craft and do it.,,,,boek p. 154,id:p154-09;context:text
"cekk tezznuzid muzika, a?","jij verkoopt muziek, hé!","You are selling music, he!",,,,boek p. 154,id:p154-10;context:text
"ssemm, tezznuzid lalla-buya n ccdiḥ.","gif, jij verkoopt dansmuziek.","Poison, you are selling dance music.",,,,boek p. 154,id:p154-11;context:text
mmarra wi ɣa yfellsen di l’umma l l’islam ad yiri di ssaḥifa nnec.,alle mensen die tekortschieten in de islamitische gemeenschap zullen in Uw Boek geschreven worden.,All the people that will fail in the Islamic community will be written in Your Book.,,,,boek p. 154,id:p154-12;context:text
a c-iḥaseb arebbi-lɛalamin xas yawm-lqiyyama.,God zal je ervoor ter verantwoording roepen op de Oordeelsdag.,God will take you into account for it on Judgement Day.,,,,boek p. 155,id:p155-01;context:text
"lmuhimm, nddura nddura, arami nufa paṭrun.","hoe dan ook, wij liepen rond totdat wij de baas vonden.","Anyway, we were walking around until we found the boss.",,,,boek p. 155,id:p155-02;context:text
paṭrun ameqqṛan nsen.,de grote baas.,The big boss.,,,,boek p. 155,id:p155-03;context:text
qa ɣaas waa-ssi cḥaa n tḥuna qaɛ.,hij heeft veel winkels.,He has a lot of shops.,,,,boek p. 155,id:p155-04;context:text
"sedzmeɣ xas, ggiɣ kis laḏab, tadeḥḥact.","ik groette hem, behandelde hem met beleefdheid en gelach.","I greeted him, treated him with courtesy and laughs.",,,,boek p. 155,id:p155-05;context:text
ixessa Wenni yessawaren di ddin řeḇḏa,wie over religie praat moet altijd,He who talks about religion should always,,,,boek p. 155,id:p155-06;context:text
"ad yessawar ak yewdan di ddin s aṛṛeḥmeṯ,","met mededogen met de mensen over religie praten,","talk with the people about religion with compassion,",,,,boek p. 155,id:p155-07;context:text
waa ǧi bu s wecraf n tenyaat.,en niet met een frons op het voorhoofd.,and not with a frown on the forehead.,,,,boek p. 155,id:p155-08;context:text
"ddeɛwa, Wenni yessawaren di ddin","vermaning, wie over religie praat","Admonition, he who talks about religion",,,,boek p. 155,id:p155-09;context:text
řeḇḏa s lḥhikma d llin d aṛṛeḥmeṯ.,- altijd met wijsheid en tederheid en mededogen.,- always with wisdom and tendernecc and compassion.,,,,boek p. 155,id:p155-10;context:text
"cekk egg min xac, belleɣ, a,","je doet gewoon wat je moet doen, communiceren,","You just do what you must do, communicate,",,,,boek p. 155,id:p155-11;context:text
"itebs-is d Wenni, yegga array d Wenni,","als hij je volgt, is het goed, als hij doet wat jij wilt, is het goed,","if he follows you, it’s fine, if he does what you want, that’s fine,",,,,boek p. 155,id:p155-12;context:text
"waa yeggi ca, cekk teggid min xac.","zo niet, dan heb je je plicht gedaan.","if he does not, you have done your duty.",,,,boek p. 155,id:p155-13;context:text
li’anna attas n ccabab yetxellat.,want veel jongeren verwarren dingen.,Because a lot of young people confuse things.,,,,boek p. 156,id:p156-01;context:text
"yeqqar-ac: ‘lla, qa teggwdem’, lla, lla!","zij zeggen 'jij bent bang', nee, nee.","They say ‘you are afraid’, no, no.",,,,boek p. 156,id:p156-02;context:text
"ddeɛwa ɣaas mamec ɣa tegged, ljihad ɣaas weḥdes.","voor vermaning is er een manier waarop je het doet, en voor de jihad is er een andere manier.","For admonition there is a way that you do it, and for the jihad there is another way.",,,,boek p. 156,id:p156-03;context:text
"maydanu-ljihad a tssedhaad dinni jjhed d fuarma,","op het slagveld van de jihad moet je je spieren laten zien,","In the arena of the jihad you must show your muscles,",,,,boek p. 156,id:p156-04;context:text
"apatci d a, kalacnikuf.","Apache-helikopters, kalasjnikovs.","Apache helicopters, Kalashnikovs.",,,,boek p. 156,id:p156-05;context:text
"mařa aqq-c di ljihad a tewted řexḏenni, a tjahded,","als je in de jihad bent, moet je schieten, moet je de jihad doen,","If you are in the jihad then you must shoot, you must do the jihad,",,,,boek p. 156,id:p156-06;context:text
"walakin ak yaytma-c di temzyida, ak yewdan di ccariɛ,","maar met je broeders in de moskee, of met mensen op straat:","but with your brothers in the mosque, or with people in the street:",,,,boek p. 156,id:p156-07;context:text
"lḥhikma s aṛṛeḥmeṯ,",wijsheid en mededogen.,wisdom and compassion.,,,,boek p. 156,id:p156-08;context:text
ddeɛwa s aṛṛeḥmeṯ d lḥhikma,vermaning met wijsheid en mededogen,Admonition with wisdom and compassion,,,,boek p. 156,id:p156-09;context:text
bac waa ntxellit ca ok ca.,zodat wij dingen niet door elkaar halen.,SO that we don’t mix things up.,,,,boek p. 156,id:p156-10;context:text
"waa ǧi ddeɛwa a t-narr a ncaaf tanyaat,",vermaning is niet je voorhoofd fronsen,Admonition is not frowning your forehead,,,,boek p. 156,id:p156-11;context:text
a ntɛesseb x yewdan,en boos worden op mensen:,and becoming angry towards people:,,,,boek p. 156,id:p156-12;context:text
"‘lla, mayemmi teggid ta, mayemmi teggid ta. ’","'nee! waarom heb je dit gedaan, waarom heb je dat gedaan?'","‘No! Why have you done this, why have you done that?’",,,,boek p. 156,id:p156-13;context:text
"lla, lḥhikma d aṛṛeḥmeṯ.","nee, wijsheid en mededogen.","No, wisdom and compassion.",,,,boek p. 156,id:p156-14;context:text
"qqimeɣ ssawareɣ akic uca iɛezb-as řḥař,","ik bleef met hem praten en hij vond het fijn,","I kept on talking to him and he liked it,",,,,boek p. 157,id:p157-01;context:text
umi kis ssiwreɣ s laḏab d lḥhikma.,omdat ik met beleefdheid en wijsheid met hem sprak.,because it talked to him with courtesy and wisdom.,,,,boek p. 157,id:p157-02;context:text
iɛezb-as řḥař yenn-ayi:,hij vond het fijn en zei:,He liked it and said:,,,,boek p. 157,id:p157-03;context:text
"‘aawaḥ a neqqim da, aqq-c ɣaa řqehwa di ḇarra","'kom, laten we hier gaan zitten, in het café buiten,","‘Come, let’s sit over here, in the café outside,",,,,boek p. 157,id:p157-04;context:text
a xac zeǧseɣ lɛaṣir.’,ik zal wat sap voor je kopen.',I will buy you some juice.’,,,,boek p. 157,id:p157-05;context:text
"iwa nniɣ-as mxiyyaa, fuṛṣa tanita bac a kis harrdeɣ mliḥ","ik dacht: dit is nog beter, dit is een kans om goed met hem te praten.","I thought: this is even better, this is a chance to talk to him well.",,,,boek p. 157,id:p157-06;context:text
iwa qqimeɣ akic yeqqim yetharred akidi.,dus ging ik bij hem zitten en hij sprak met mij.,So I sat with him and he talked with me.,,,,boek p. 157,id:p157-07;context:text
"bac a tessnem a wma ynu iɛizzen,","zodat je het weet, mijn beste broeder,","So that you know my dear brother,",,,,boek p. 157,id:p157-08;context:text
aazem mliḥ imejjan nnes.,open je oren goed.,open yours ears well.,,,,boek p. 157,id:p157-09;context:text
ařmi ɣa kemmreɣ necc řḥaaḏ inu a yenna-ayi ‘a wma ynu.’,"toen ik gezegd had wat ik wilde zeggen, zei hij: 'o mijn broeder.'","When I had said what I wanted to say, he said: ‘O my brother.’",,,,boek p. 157,id:p157-10;context:text
"yarebbi hḏa-t, init amin, yarebbi serḥ-it,","o God, leid hem, zeg 'amen', o God maak hem rechtschapen,","O God, guide him, say ‘Amen’, o God make him righteous,",,,,boek p. 157,id:p157-11;context:text
"yarebbi beddr-as muzika-nni marra ɣaa ca n řḥajeṯ nneɣni tesbeḥ,","o God verander voor hem al die muziek in iets anders dat goed is,","o God change for him all that music into something else that is good,",,,,boek p. 157,id:p157-12;context:text
init amin.,zeg 'amen'.,say ‘Amen’.,,,,boek p. 157,id:p157-13;context:text
"a yenn-ayi: ‘cekk teggid... teggid reḥsah bi-ɣaa i muzika,","hij zei: 'jij hield alleen rekening met de muziek,","He said: ‘ You only took into consideration the music,",,,,boek p. 158,id:p158-01;context:text
1 cencuna d lɛud d lalla-buya. ‘nniɣ-as: ‘i?’.,"de tamboerijn, de luit en lalla buya.' ik zei: 'en?'","the tambourin, the lute and lalla buya.’ I said: ‘And?’",,,,boek p. 158,id:p158-02;context:text
ha yenn-ayi dinni ɛad kṯaa.,hij zei: 'er is nog veel meer!',He said: ‘There is much morel’,,,,boek p. 158,id:p158-03;context:text
yenn-ayi waa dinni bu lfuzzaa,hij zei: 'er zijn geen grotere losbandigen',He said: ‘There are no greater libertines’,,,,boek p. 158,id:p158-04;context:text
"- řexxu netta yeqqaan a, Wenni yezznuzan, Wenni dasen-yetɛemmaan -’","- nu, hij vertelt dit, hij, de verkoper, degene die hen opneemt -","- now, he is telling this, he, the seller, the one who records them -",,,,boek p. 158,id:p158-05;context:text
yenn-ayi ‘waa ḏin bu ṯaawa n řeḥram kṯaa zegg inni yetɣennjen.,hij zei: 'er zijn geen grotere boosdoeners (lett. bastaards) dan zangers.',he said: ‘There are no greater evildoers (lit. bastards) than singers.’,,,,boek p. 158,id:p158-06;context:text
puřki netta yessn-iten mmarra.,want hij kent ze allemaal.,Because he knows them all.,,,,boek p. 158,id:p158-07;context:text
yenn-ayi lmanakir i teggen waa tent-itegg qaɛ ḥedd.,"hij zei: 'de zonden die zij begaan, begaat niemand anders.","He said: ‘The sins they commit, nobody (else) commits them.",,,,boek p. 158,id:p158-08;context:text
min waa yehrin i teggen uca yeqqim yetɛawad-ayi.,"zij doen alles wat slecht is,' en hij bleef het mij vertellen.","They do everything that is bad,’ and he kept telling me.",,,,boek p. 158,id:p158-09;context:text
"řebɛaḏ a ten-d-iniɣ, řebɛaḏ waa zemmaaɣ a ten-d-iniɣ, ssedḥiɣ.","sommige dingen kan ik vertellen, andere niet. ik schaam me.","Some of the things I can tell them, others I can’t. I’m ashamed.",,,,boek p. 158,id:p158-10;context:text
"da iwḏan ɣaasen ṯaɛecmaaṯ t tacemratc,","er zijn hier mensen met een witte baard,","There are people here who have a white beard,",,,,boek p. 158,id:p158-11;context:text
"uca fehmet nniṭ, nehřa ma kemmreɣ-awem.","dus jullie begrijpen zelf wel wat ik bedoel, ik hoef niet alles te vertellen.","so you understand yourselves what I mean, I do not need to tell everything.",,,,boek p. 158,id:p158-12;context:text
"di zzina ṛṛaqem-llewwel, di lfawaḥic ṛṛaqem-llewwel.","in overspel zijn zij de kampioenen, in ontucht zijn zij de kampioenen.","In adultery they are the champions, in fornication they are the champions.",,,,boek p. 158,id:p158-13;context:text
"min xeddmen, manaya qa nzarr-it s ṯiṭṭawin nneɣ,","wat zij doen, ik heb het met mijn eigen ogen gezien,","What they do, I have seen it with my own eyes,",,,,boek p. 159,id:p159-01;context:text
mayemmi necc hettaaɣ g wuraan attas.,omdat ik veel bruiloften bijwoon.,because I attend a lot of weddings.,,,,boek p. 159,id:p159-02;context:text
inni yetɣennjen yaa temɣarin.,degenen die zingen tussen de vrouwen.,Those who sing among the women.,,,,boek p. 159,id:p159-03;context:text
inni yetɣennjen ɣaa temɣarin di sala!,degenen die zingen in de vrouwenkamer!,Those who sing in the women’s room!,,,,boek p. 159,id:p159-04;context:text
tariq aqq-et ɣaa yaayazen itegg lḥadiṯ.,Tariq is bij de mannen en vertelt hen over de hadith.,Tariq is with the men telling them about the hadith.,,,,boek p. 159,id:p159-05;context:text
"a tmenɛed x ujeǧif, a neqqim ḥayaa.","je zou je handen op je hoofd leggen, we zouden versteld moeten staan.","You would put your hands on your head, we should be astonished.",,,,boek p. 159,id:p159-06;context:text
man zzaman i di ntɛic?,in wat voor tijd leven we?,What kind of time are we living in?,,,,boek p. 159,id:p159-07;context:text
arami ijj umaa nniɣ-as i bab n wuraa,ooit zei ik tegen degene die de bruiloft organiseerde;,Once I said to the one who organized the wedding;,,,,boek p. 159,id:p159-08;context:text
"‘llah ya weddi, ɣaawem ḏaniṯa inni yetɣennjen ɣaa temɣarin/",'wat? je hebt hier zangers die tussen de vrouwen zingen.',‘What? You have singers here singing among the women.’,,,,boek p. 159,id:p159-09;context:text
yenn-ayi: ‘necc waa ssineɣ min itewqiɛen.’,hij zei: 'ik weet niet wat er gebeurt.',He said: ‘I don not know what is happening.’,,,,boek p. 159,id:p159-10;context:text
yenn-ayi: ‘necc meɛlik ssneɣ ma a c-d-ɛaadeɣ da ɣari ɣaa wuraa?’,"hij zei: 'als ik het geweten had, denk je dat ik je dan hier op de bruiloft uitgenodigd zou hebben?'","He said: ‘if I had known, do you think I would have invited you here to the wedding?’",,,,boek p. 159,id:p159-11;context:text
timɣarin i d-yiwyen kucci.,het zijn de vrouwen die alles gedaan hebben.,It is the women who did everything.,,,,boek p. 159,id:p159-12;context:text
"iwyent-id imedyazen,","zij brachten de zangers,","They brought the singers,",,,,boek p. 159,id:p159-13;context:text
"udfen-d zi tewwaat n temɣarin ɣaa temɣarin,","zij kwamen binnen door de deur van de vrouwen naar de vrouwen,","they came in through the door of the women to the women,",,,,boek p. 160,id:p160-01;context:text
"tɣennjen dinni, cetthen ḏin.","zij zingen daar, zij dansen daar.'","they sing there, they dance there.’",,,,boek p. 160,id:p160-02;context:text
nniɣ-as: ‘necc qa waa zemmaaɣ ad sbaaɣ qa a dayi-ibedd wur.’,"ik zei: 'ik kan dit niet meer verdragen, mijn hart houdt bijna op met kloppen.'","I said: ‘I can not stand this anymore, my heart almost stops beating.’",,,,boek p. 160,id:p160-03;context:text
"nniɣ-as: ‘a ɣaasen adfeɣ ḏin. dinni (i) ɣa adfeɣ, ḏin.’","ik zei: 'ik zal daarheen naar hen gaan, daarheen zal ik gaan, daarheen.'","I said: ‘I will go to them there, there I will go, there.’",,,,boek p. 160,id:p160-04;context:text
"a ṯiři tezrim-tet x yutub , waa t-tezrim ca?",misschien heb je het op YouTube gezien. heb je het niet gezien?,You may have seen it on YouTube. Haven’t you seen it?,,,,boek p. 160,id:p160-05;context:text
"udfeɣ ḏin, ksiɣ kiḏi kamira nniɣ-as i yijjen:","ik ging daar naar binnen, nam een camera mee, ik zei tegen een jongen:","1 entered there, took a camera with me, I said to a guy:",,,,boek p. 160,id:p160-06;context:text
"‘sewwaa-d, sewwaa-d aaḥ a ten-nemneɛ ḏin, ddaan.’","'film dit, film dit. ik ga hen daar live betrappen.'","‘Film this, film this. I’m going to grab them there live.’",,,,boek p. 160,id:p160-07;context:text
"nufa tmunsiwen ak temɣarin. ɛazib! ɛazib manaya, ɛazib.","wij troffen hen aan terwijl zij met de vrouwen aan het eten waren. wow! dit is iets bijzonders, dit!","We found them having dinner with the women. Wow! This is something special, this!",,,,boek p. 160,id:p160-08;context:text
"qqimeɣ teggeɣ akisen ddeɛwa, ssawareɣ ak...","ik vermaande hen, sprak met hen...","I admonished them, talked to them...",,,,boek p. 160,id:p160-09;context:text
lqissa t taziraat mbra-m a ruheɣ ɣaasen attas.,het verhaal is heel lang. ik hoef er niet op door te gaan.,The story is very long. I do not have to elaborate.,,,,boek p. 160,id:p160-10;context:text
"a lmuhimm , wanitati yenn-ayi ljara’im t timeqqranin,","hoe dan ook, deze man vertelde mij over grote misdaden,","Anyway, this man told me about great crimes,",,,,boek p. 160,id:p160-11;context:text
"timɣarin n yaayazen, lfasaḏ, zzina i teggen yina.","getrouwde vrouwen, immoraliteit, overspel dat zij plegen, deze mensen.","married women, immorality, adultery they commit, these people.",,,,boek p. 160,id:p160-12;context:text
"a nettaa arebbi-lɛalamin a ten-yehda, a ten-yesreḥ.",wij vragen de Heer om hen te leiden en hen te laten verbeteren.,We ask The Lord to guide them and to make them improve.,,,,boek p. 160,id:p160-13;context:text
a xaneɣ yessbeɛɛed ccaṛṛ nsen.,moge Hij hun kwaad van ons wegnemen.,May He remove their evil from us.,,,,boek p. 161,id:p161-01;context:text
sḥess mliḥ.,luister goed!,Listen carefully!,,,,boek p. 161,id:p161-02;context:text
yenn-ayi: ‘ijz umaa usin-d ɣari pulisiyya.’ řmexzen.,hij zei: 'ooit kwam de politie naar mij toe.' ambtenaren.,He said: ‘Once the police came to me.’ Officials.,,,,boek p. 161,id:p161-03;context:text
"usin-d ɣaas, qqimen ssawaren akis.",zij gingen naar hem toe en spraken met hem.,They went to him and talked to him.,,,,boek p. 161,id:p161-04;context:text
nnan-as:,zij zeiden:,They said:,,,,boek p. 161,id:p161-05;context:text
"‘a weddi qa nufa ijjen ttumubin tegga laksiḏa, tenneqrek’","'we hebben een auto gevonden die betrokken was bij een ongeluk, hij lag ondersteboven.","‘We have found a car that was involved in a crash, it was turned upside down.",,,,boek p. 161,id:p161-06;context:text
mmarra wi dayes yemmut.,alle mensen die erin zaten zijn omgekomen.',All people that were in it died.’,,,,boek p. 161,id:p161-07;context:text
nnan-as: ‘nufa musejjala txeddem. ’ dayes reɣnuj.,zij zeiden: 'we vonden de cassettespeler nog aan. er speelde muziek.',They said: ‘We found the cassette player was still on. It was playing music.’,,,,boek p. 161,id:p161-08;context:text
"ařmi d ɣa kksen sinta ufin ccarika nnes,","toen zij het bandje eruit haalden, ontdekten zij dat het van zijn bedrijf was,","When they took out the tape they found it was his company,",,,,boek p. 161,id:p161-09;context:text
isem n ccarika.,de naam van het bedrijf.,the name of the company.,,,,boek p. 161,id:p161-10;context:text
"nnan-as: ‘aqq-ec niwy-ac-t-id,","zij zeiden: 'hier, we brengen het je","They said: ‘Here, we bring it to you",,,,boek p. 161,id:p161-11;context:text
bac a tessned waha min txeddmed.,zodat je weet wat je aan het doen bent.',so that you know what you are doing.’,,,,boek p. 161,id:p161-12;context:text
pulisiyya teggen-as ddeɛwa. řmexzen itegg-as ddeɛwa.,"de politie vermaande hem, de ambtenaren vermaanden hem.","The police were amonishing him, the officials were admonishing him.",,,,boek p. 161,id:p161-13;context:text
a nettaa arebbi-lɛalamin a daneɣ-yesreḥ.,laten we God vragen ons te verbeteren.,Let’s ask God to improve us.,,,,boek p. 161,id:p161-14;context:text
"zi senni sseqsix-t, nniɣ-as:","toen vroeg ik hem, ik zei:","Then I asked him, I said:",,,,boek p. 162,id:p162-01;context:text
"‘a c-sseqsiɣ, lla-yarḥem-lwaliḏin nnec, qa cekk tessned.'","'ik wil je iets vragen, alsjeblieft, weet je.'","‘I want to ask you, please, you know.’",,,,boek p. 162,id:p162-02;context:text
"Nniɣ-as: ‘qa ɣari rexbaa di Biljik,","ik zei: 'ik heb het verhaal in België gehoord,","I said: ‘I have heard the story in Belgium,",,,,boek p. 162,id:p162-03;context:text
walakin waa ssineɣ bn ma mya di mya.,maar ik weet het niet 100% zeker.,but I am not sure 100%.,,,,boek p. 162,id:p162-04;context:text
"waa zemmaaɣ a t-iniɣ di ddars amenni waha,",ik kan dit niet zomaar in een lezing vertellen.,I can not just tell this in a lecture.,,,,boek p. 162,id:p162-05;context:text
"sriɣ zegg yewdan, uuzzuɣ ṭṭeḥqiq.",ik heb het gewoon van mensen gehoord. ik ben op zoek naar bevestiging.,I have just heard from people. I am looking for confirmation.,,,,boek p. 162,id:p162-06;context:text
yenn-ayi: ‘min?’,hij zei: 'wat?',He said: ‘What?’,,,,boek p. 162,id:p162-07;context:text
nniɣ-as:,ik zei:,I said:,,,,boek p. 162,id:p162-08;context:text
‘ɣari rexbaa ijjen yemmut da di nnadua zegg yinni yetɣennjen meɛrufin.’,'ik heb gehoord dat een beroemde zanger hier in Nador gestorven is.',‘I have heard that a famous singer had died here in Nador.’,,,,boek p. 162,id:p162-09;context:text
"arami ɣa yemmet, sbar cwayt n wussan,","nadat hij gestorven was, een paar dagen later,","After he died, just a couple of days later,",,,,boek p. 162,id:p162-10;context:text
"yemma-s, teggua x yinni yezznuzan kasitat n musejjala, n reɣnuj n ccdiḥ.","bezocht zijn moeder de verkopers van muziekcassettes, van de dansliedjes.","his mother visited the sellers of music tapes, of the dancing songs.",,,,boek p. 162,id:p162-11;context:text
"teqqar-asen: ‘lla-yerḥem-lwaliḏin nwem,","zij zei: 'alsjeblieft,","She said: ‘Please,",,,,boek p. 162,id:p162-12;context:text
sintat n mmi wi tent-zznuzam ca.’,verkoop de cassettes van mijn zoon niet.',do not sell my son’s tapes.’,,,,boek p. 162,id:p162-13;context:text
nniɣ-as: ‘ma nican?’ yenn-ayi: ‘nican’,ik zei: 'is dit waar?' hij zei: 'ja.',I said: ‘Is this true?’ He said: ‘Yes.’,,,,boek p. 162,id:p162-14;context:text
"iwa, nniɣ-as: ‘iwa zid ɛawd-ayi.’","welnu, ik zei: 'kom, vertel me.'","Well, I said: ‘Come, tell me.’",,,,boek p. 163,id:p163-01;context:text
yenn-ayi: ‘uřa d necc tus-d ɣari.’,hij zei: 'zij kwam ook naar mij toe.',He said: ‘She also came to me.’,,,,boek p. 163,id:p163-02;context:text
tus-d ɣaas yemma-s n Wenni yemmuten.,"de moeder van de persoon die overleden was, was naar hem toe gekomen.",The mother of the person who had died had come to him.,,,,boek p. 163,id:p163-03;context:text
"iwaren-a, ad ttaaɣ arebbi-lɛalamin,","deze woorden, ik zal God vragen","These words, I shall ask of God",,,,boek p. 163,id:p163-04;context:text
"a ten-yessiwed ɣaa yinni yetɣennzen,","dat Hij ze naar de zangers zal brengen,","that He will bring them to the singers,",,,,boek p. 163,id:p163-05;context:text
inni yetɣennzen di salat.,degenen die zingen in salons.,those who sing in drawing rooms.,,,,boek p. 163,id:p163-06;context:text
sḥess mliḥ a wma ynu iɛizzen.,"luister goed, mijn geliefde broeder!",Listen carefully my beloved brother!,,,,boek p. 163,id:p163-07;context:text
"wellah ma tmenɣiɣ akic, qa necc taazzuɣ-ac řxaa, sḥess mliḥ.","ik zweer dat ik niet met je ruzie maak, ik wil alleen het goede voor je, luister goed.","I swear I’m not arguing with you, I only want good things for you, listen carefully.",,,,boek p. 163,id:p163-08;context:text
"tamɣaat-a tus-d ɣaas, tettru, wettan-as-d imettawen.","deze vrouw ging naar hem toe, zij huilde, tranen vielen naar beneden.","This women went to him, she was crying, tears were dropping down.",,,,boek p. 163,id:p163-09;context:text
"tenn-as: ‘a mmi ynu, sbedd wi tsejjal bu mmi,","zij zei: 'o mijn zoon, stop, neem mijn zoon niet op.","She said: ‘O my son, stop do not record my son.",,,,boek p. 163,id:p163-10;context:text
"muzika d reɣnuj-nni nnes, safi.","zijn muziek en zang, het is voorbij.","His music and singing, it’s over.",,,,boek p. 163,id:p163-11;context:text
"sbedd-itent, wi tent-zznuza ɛad kṯaa.","stop ermee, verkoop ze niet meer.'","Stop it, don’t sell them any more.’",,,,boek p. 163,id:p163-12;context:text
"teqqim tettru, tenn-as:","zij bleef huilen, zij zei:","She kept on crying, she said:",,,,boek p. 163,id:p163-13;context:text
"‘qa wellah-illa mkur nhaa, mkur ǧiret yetbedda-d ɣari di lmanam,","'ik zweer dat ik elke dag, elke nacht mijn zoon in mijn dromen zie,","‘I swear that every day, every night I see my son in my dreams,",,,,boek p. 163,id:p163-14;context:text
"yeqqar-ayi: a yemma ynu ɛawn-ayi, a yemma ynu fekk-ayi.’","hij blijft maar zeggen 'o moeder help mij, o moeder verlos mij.'","he keeps on saying ‘o mother help me, o mother relieve me.’",,,,boek p. 164,id:p164-01;context:text
a nettaa arebbi-lɛalamin a xaneɣ itub.,laten we de Heer smeken om genade met ons te hebben.,Let’s beg the Lord to have mercy on us.,,,,boek p. 164,id:p164-02;context:text
"a nettaa sid-arebbi-lɛalamin a daneɣ-yesreh,","laten we de Heer smeken om ons te verbeteren,","Let’s beg the Lord to improve us,",,,,boek p. 164,id:p164-03;context:text
"a daneɣ-yeḥfed, a daneɣ-yessaa.","om ons te behoeden, om ons te beschermen.","to preserve us, to shield us.",,,,boek p. 164,id:p164-04;context:text
"bismillah a nebda, bismillah a nenteq","in Gods naam zullen wij beginnen, in Gods naam zullen wij spreken,","In God’s name we will begin, in God’s name we will speak,",,,,boek p. 164,id:p164-05;context:songs-(izran)
bismillah a nekkes zeggw ur nneɣ axeyyeq,in Gods naam zullen wij ons verdriet wegnemen.,In God’s name we will take away our sadnecc.,,,,boek p. 164,id:p164-06;context:songs-(izran)
bismillah a nebda ɛad waa nebdi zi ca,"in Gods naam zullen wij beginnen, wij zijn nog niet begonnen.","In God’s name we will begin, we still haven’t begun.",,,,boek p. 164,id:p164-07;context:songs-(izran)
a nexzaa ma ntawy-it-d niɣ waa t-id-ntiwi ca,wij zullen zien of wij er goed in zijn of niet.,We shall see whether we are good at it or whether we are not.,,,,boek p. 164,id:p164-08;context:songs-(izran)
ad truɣ ad truɣ wi ɣa rqiɣ a t-ssruɣ,"ik zal huilen en huilen, wie ik ook tegenkom, ik zal hem laten huilen.","I will cry and cry, whoever I encounter I will make him cry.",,,,boek p. 164,id:p164-09;context:songs-(izran)
mami leɛziz inu i ma ɛad a t-ttuɣ?,"mijn liefste, zal ik hem kunnen vergeten?",My sweetheart will I be able to forget him?,,,,boek p. 164,id:p164-10;context:songs-(izran)
kkiɣ sadu wuatu ḥesbeɣ ṯifray nnes,ik liep onder de vijgenboom door en telde zijn bladeren,I passed under the fig tree and counted its leaves,,,,boek p. 165,id:p165-01;context:songs-(izran)
mmerqiɣ ak llif min iru wur nnes,"ik ontmoette mijn liefste, zijn hart huilde veel.","I met my sweetheart, his heart wept a lot.",,,,boek p. 165,id:p165-02;context:songs-(izran)
mařa truḥed Aliman qqbbi waa das-isemmeh,"als je naar Duitsland gaat, moge de Heer je niet vergeven",If you go to Germany may the Lord not forgive you,,,,boek p. 165,id:p165-03;context:songs-(izran)
tejjid fesqef inu deggw brid iseyyeh,je liet mijn geest verspreid achter over de hele weg.,You left my mind spilled all over the road.,,,,boek p. 165,id:p165-04;context:songs-(izran)
mařa truḥed Aliman gg-ayi di rbar nnec,"als je naar Duitsland gaat, houd mij in je gedachten","If you go to Germany, keep me in your thoughts",,,,boek p. 165,id:p165-05;context:songs-(izran)
awi-d arriɣalu ɛemmaa-d řejbub nnec,"breng mij een cadeau, vul je zakken.","Bring me a present, fill your pockets.",,,,boek p. 165,id:p165-06;context:songs-(izran)
a řeḇḥaa a řeḇḥaa ayaṛṛabu sennej,"o zee, o zee met een boot erop,","O sea, o sea with a boat on it,",,,,boek p. 165,id:p165-07;context:songs-(izran)
